LayerDate,MonthlyMeanSst,LayerName,Year,Month,Fyear,Region,AnnualMeanSst,AnnualLtm,MonthlyLtm,MonthlyMeanSstPercentileRank,AnnualMeanSstPercentileRank,AnnualAnomaly,MonthlyAnomaly,AnnualPercentageOfLtm,MonthlyPercentageOfLtm
1995-01-01,28.464422379159757,cropped_sst_198501.nc,1995,Jan,1995,Wet Tropics,26.3,26.5,28.8,26.7,22.6,-0.2,-0.3,99.2,98.8
1995-02-01,29.383116569622423,cropped_sst_198501.nc,1995,Feb,1995,Dry Tropics,26.1,26.2,28.9,86.7,22.6,-0.1,0.5,99.6,101.7
1995-02-01,28.331290482371962,cropped_sst_198501.nc,1995,Feb,1995,Mackay Whitsunday Isaac,25.4,25.6,28.4,40,22.6,-0.2,-0.1,99.2,99.8
1995-02-01,29.63240981360205,cropped_sst_198501.nc,1995,Feb,1995,Wet Tropics,26.3,26.5,29,90,22.6,-0.2,0.6,99.2,102.2
1995-03-01,27.711747947424083,cropped_sst_198501.nc,1995,Mar,1995,Dry Tropics,26.1,26.2,28.2,16.7,22.6,-0.1,-0.5,99.6,98.3
1995-03-01,27.278686404338487,cropped_sst_198501.nc,1995,Mar,1995,Mackay Whitsunday Isaac,25.4,25.6,27.8,16.7,22.6,-0.2,-0.5,99.2,98.1
1995-03-01,28.074783423317037,cropped_sst_198501.nc,1995,Mar,1995,Wet Tropics,26.3,26.5,28.4,16.7,22.6,-0.2,-0.3,99.2,98.9
1995-04-01,27.653766934464617,cropped_sst_198501.nc,1995,Apr,1995,Dry Tropics,26.1,26.2,27.2,80,22.6,-0.1,0.5,99.6,101.7
1995-04-01,27.30305271695655,cropped_sst_198501.nc,1995,Apr,1995,Mackay Whitsunday Isaac,25.4,25.6,26.8,83.3,22.6,-0.2,0.5,99.2,101.9
1995-04-01,27.565568615813547,cropped_sst_198501.nc,1995,Apr,1995,Wet Tropics,26.3,26.5,27.3,63.3,22.6,-0.2,0.3,99.2,101
1995-05-01,26.25661248307887,cropped_sst_198501.nc,1995,May,1995,Dry Tropics,26.1,26.2,25.8,76.7,22.6,-0.1,0.5,99.6,101.8
1995-05-01,25.818695679734308,cropped_sst_198501.nc,1995,May,1995,Mackay Whitsunday Isaac,25.4,25.6,25.3,83.3,22.6,-0.2,0.5,99.2,102.1
1995-05-01,26.376543332523386,cropped_sst_198501.nc,1995,May,1995,Wet Tropics,26.3,26.5,25.9,80,22.6,-0.2,0.5,99.2,101.8
1995-06-01,24.385677505637894,cropped_sst_198501.nc,1995,Jun,1995,Dry Tropics,26.1,26.2,24.4,43.3,22.6,-0.1,-0,99.6,99.9
1995-06-01,23.75598982811856,cropped_sst_198501.nc,1995,Jun,1995,Mackay Whitsunday Isaac,25.4,25.6,23.7,36.7,22.6,-0.2,0.1,99.2,100.2
1995-06-01,24.63913358591954,cropped_sst_198501.nc,1995,Jun,1995,Wet Tropics,26.3,26.5,24.6,46.7,22.6,-0.2,0,99.2,100.2
1995-07-01,23.276937681161936,cropped_sst_198501.nc,1995,Jul,1996,Dry Tropics,26.2,26.2,23.5,33.3,35.6,0,-0.2,100,99.1
1995-07-01,22.384699343311688,cropped_sst_198501.nc,1995,Jul,1996,Mackay Whitsunday Isaac,25.5,25.6,22.6,33.3,32.3,-0.1,-0.2,99.6,99
1995-07-01,23.852066768205553,cropped_sst_198501.nc,1995,Jul,1996,Wet Tropics,26.5,26.5,23.9,46.7,45.3,0,-0,100,99.8
1995-08-01,22.69262873641844,cropped_sst_198501.nc,1995,Aug,1996,Dry Tropics,26.2,26.2,23.5,10,35.6,0,-0.8,100,96.6
1995-08-01,21.85644772800442,cropped_sst_198501.nc,1995,Aug,1996,Mackay Whitsunday Isaac,25.5,25.6,22.5,16.7,32.3,-0.1,-0.6,99.6,97.1
1995-08-01,23.19109207112006,cropped_sst_198501.nc,1995,Aug,1996,Wet Tropics,26.5,26.5,23.9,10,45.3,0,-0.7,100,97
1995-09-01,23.598238477215858,cropped_sst_198501.nc,1995,Sep,1996,Dry Tropics,26.2,26.2,24.3,6.7,35.6,0,-0.7,100,97.1
1995-09-01,22.848598515513206,cropped_sst_198501.nc,1995,Sep,1996,Mackay Whitsunday Isaac,25.5,25.6,23.4,16.7,32.3,-0.1,-0.6,99.6,97.6
1995-09-01,23.995189539361945,cropped_sst_198501.nc,1995,Sep,1996,Wet Tropics,26.5,26.5,24.6,10,45.3,0,-0.6,100,97.5
1995-10-01,25.049403756614623,cropped_sst_198501.nc,1995,Oct,1996,Dry Tropics,26.2,26.2,25.5,10,35.6,0,-0.5,100,98.2
1995-10-01,24.28536538080856,cropped_sst_198501.nc,1995,Oct,1996,Mackay Whitsunday Isaac,25.5,25.6,24.8,6.7,32.3,-0.1,-0.5,99.6,97.9
1995-10-01,25.330703976352293,cropped_sst_198501.nc,1995,Oct,1996,Wet Tropics,26.5,26.5,25.8,10,45.3,0,-0.5,100,98.2
1995-11-01,27.263279136926503,cropped_sst_198501.nc,1995,Nov,1996,Dry Tropics,26.2,26.2,26.8,83.3,35.6,0,0.5,100,101.7
1995-11-01,26.398552281452922,cropped_sst_198501.nc,1995,Nov,1996,Mackay Whitsunday Isaac,25.5,25.6,26.2,66.7,32.3,-0.1,0.2,99.6,100.8
1995-11-01,27.414557778878333,cropped_sst_198501.nc,1995,Nov,1996,Wet Tropics,26.5,26.5,27,80,45.3,0,0.4,100,101.5
1995-12-01,28.267859112602586,cropped_sst_198501.nc,1995,Dec,1996,Dry Tropics,26.2,26.2,28,60,35.6,0,0.3,100,101
1995-12-01,27.731271993441233,cropped_sst_198501.nc,1995,Dec,1996,Mackay Whitsunday Isaac,25.5,25.6,27.4,73.3,32.3,-0.1,0.3,99.6,101.2
1995-12-01,28.346814043685416,cropped_sst_198501.nc,1995,Dec,1996,Wet Tropics,26.5,26.5,28.1,63.3,45.3,0,0.2,100,100.9
1996-01-01,28.15685638179624,cropped_sst_198501.nc,1996,Jan,1996,Dry Tropics,26.2,26.2,28.6,20,35.6,0,-0.4,100,98.5
1996-01-01,27.86793708360162,cropped_sst_198501.nc,1996,Jan,1996,Mackay Whitsunday Isaac,25.5,25.6,28.1,36.7,32.3,-0.1,-0.2,99.6,99.2
1996-01-01,28.605541539106127,cropped_sst_198501.nc,1996,Jan,1996,Wet Tropics,26.5,26.5,28.8,36.7,45.3,0,-0.2,100,99.3
1996-02-01,28.807642267325384,cropped_sst_198501.nc,1996,Feb,1996,Dry Tropics,26.2,26.2,28.9,40,35.6,0,-0.1,100,99.7
1996-02-01,28.381512470757045,cropped_sst_198501.nc,1996,Feb,1996,Mackay Whitsunday Isaac,25.5,25.6,28.4,46.7,32.3,-0.1,-0,99.6,99.9
1996-02-01,29.03224728339846,cropped_sst_198501.nc,1996,Feb,1996,Wet Tropics,26.5,26.5,29,43.3,45.3,0,0,100,100.1
1996-03-01,27.921138187087973,cropped_sst_198501.nc,1996,Mar,1996,Dry Tropics,26.2,26.2,28.2,20,35.6,0,-0.3,100,99
1996-03-01,27.47169751618109,cropped_sst_198501.nc,1996,Mar,1996,Mackay Whitsunday Isaac,25.5,25.6,27.8,26.7,32.3,-0.1,-0.3,99.6,98.8
1996-03-01,28.136877275115747,cropped_sst_198501.nc,1996,Mar,1996,Wet Tropics,26.5,26.5,28.4,23.3,45.3,0,-0.3,100,99.1
1996-04-01,27.531436286967622,cropped_sst_198501.nc,1996,Apr,1996,Dry Tropics,26.2,26.2,27.2,70,35.6,0,0.3,100,101.2
1996-04-01,27.010892681894646,cropped_sst_198501.nc,1996,Apr,1996,Mackay Whitsunday Isaac,25.5,25.6,26.8,66.7,32.3,-0.1,0.2,99.6,100.8
1996-04-01,27.82041519041096,cropped_sst_198501.nc,1996,Apr,1996,Wet Tropics,26.5,26.5,27.3,83.3,45.3,0,0.5,100,101.9
1996-05-01,26.61537942653749,cropped_sst_198501.nc,1996,May,1996,Dry Tropics,26.2,26.2,25.8,93.3,35.6,0,0.8,100,103.2
1996-05-01,26.0332516124136,cropped_sst_198501.nc,1996,May,1996,Mackay Whitsunday Isaac,25.5,25.6,25.3,93.3,32.3,-0.1,0.7,99.6,102.9
1996-05-01,26.826967525137892,cropped_sst_198501.nc,1996,May,1996,Wet Tropics,26.5,26.5,25.9,93.3,45.3,0,0.9,100,103.6
1996-06-01,24.877466139754628,cropped_sst_198501.nc,1996,Jun,1996,Dry Tropics,26.2,26.2,24.4,80,35.6,0,0.5,100,102
1996-06-01,24.251165596452935,cropped_sst_198501.nc,1996,Jun,1996,Mackay Whitsunday Isaac,25.5,25.6,23.7,90,32.3,-0.1,0.6,99.6,102.3
1996-06-01,25.084223804060734,cropped_sst_198501.nc,1996,Jun,1996,Wet Tropics,26.5,26.5,24.6,80,45.3,0,0.5,100,102
1996-07-01,23.96865854547599,cropped_sst_198501.nc,1996,Jul,1997,Dry Tropics,25.8,26.2,23.5,80,9.7,-0.4,0.5,98.5,102
1996-07-01,22.81305737014615,cropped_sst_198501.nc,1996,Jul,1997,Mackay Whitsunday Isaac,25.2,25.6,22.6,60,9.7,-0.4,0.2,98.4,100.9
1996-07-01,24.37301442597317,cropped_sst_198501.nc,1996,Jul,1997,Wet Tropics,26.1,26.5,23.9,83.3,9.7,-0.4,0.5,98.5,102
1996-08-01,23.840975588253198,cropped_sst_198501.nc,1996,Aug,1997,Dry Tropics,25.8,26.2,23.5,66.7,9.7,-0.4,0.3,98.5,101.5
1996-08-01,22.610000008680995,cropped_sst_198501.nc,1996,Aug,1997,Mackay Whitsunday Isaac,25.2,25.6,22.5,56.7,9.7,-0.4,0.1,98.4,100.5
1996-08-01,24.288131782724538,cropped_sst_198501.nc,1996,Aug,1997,Wet Tropics,26.1,26.5,23.9,70,9.7,-0.4,0.4,98.5,101.6
1996-09-01,24.217777766509432,cropped_sst_198501.nc,1996,Sep,1997,Dry Tropics,25.8,26.2,24.3,43.3,9.7,-0.4,-0.1,98.5,99.7
1996-09-01,23.159778018884367,cropped_sst_198501.nc,1996,Sep,1997,Mackay Whitsunday Isaac,25.2,25.6,23.4,36.7,9.7,-0.4,-0.2,98.4,99
1996-09-01,24.548032495519315,cropped_sst_198501.nc,1996,Sep,1997,Wet Tropics,26.1,26.5,24.6,56.7,9.7,-0.4,-0.1,98.5,99.8
1996-10-01,25.537791308994862,cropped_sst_198501.nc,1996,Oct,1997,Dry Tropics,25.8,26.2,25.5,50,9.7,-0.4,0,98.5,100.1
1996-10-01,24.59078169266015,cropped_sst_198501.nc,1996,Oct,1997,Mackay Whitsunday Isaac,25.2,25.6,24.8,40,9.7,-0.4,-0.2,98.4,99.2
1996-10-01,25.89847468469117,cropped_sst_198501.nc,1996,Oct,1997,Wet Tropics,26.1,26.5,25.8,60,9.7,-0.4,0.1,98.5,100.4
1996-11-01,26.555596193970057,cropped_sst_198501.nc,1996,Nov,1997,Dry Tropics,25.8,26.2,26.8,23.3,9.7,-0.4,-0.2,98.5,99.1
1996-11-01,25.772118414915017,cropped_sst_198501.nc,1996,Nov,1997,Mackay Whitsunday Isaac,25.2,25.6,26.2,10,9.7,-0.4,-0.4,98.4,98.4
1996-11-01,26.816895297288035,cropped_sst_198501.nc,1996,Nov,1997,Wet Tropics,26.1,26.5,27,33.3,9.7,-0.4,-0.2,98.5,99.3
1996-12-01,28.121612473878113,cropped_sst_198501.nc,1996,Dec,1997,Dry Tropics,25.8,26.2,28,56.7,9.7,-0.4,0.1,98.5,100.4
1996-12-01,27.5366882682398,cropped_sst_198501.nc,1996,Dec,1997,Mackay Whitsunday Isaac,25.2,25.6,27.4,50,9.7,-0.4,0.1,98.4,100.5
1996-12-01,28.270370056482857,cropped_sst_198501.nc,1996,Dec,1997,Wet Tropics,26.1,26.5,28.1,56.7,9.7,-0.4,0.2,98.5,100.6
1997-01-01,28.12186990133146,cropped_sst_198501.nc,1997,Jan,1997,Dry Tropics,25.8,26.2,28.6,13.3,9.7,-0.4,-0.5,98.5,98.3
1997-01-01,27.52595282615499,cropped_sst_198501.nc,1997,Jan,1997,Mackay Whitsunday Isaac,25.2,25.6,28.1,13.3,9.7,-0.4,-0.6,98.4,98
1997-01-01,28.467048727648354,cropped_sst_198501.nc,1997,Jan,1997,Wet Tropics,26.1,26.5,28.8,30,9.7,-0.4,-0.3,98.5,98.8
1997-02-01,28.36220864293375,cropped_sst_198501.nc,1997,Feb,1997,Dry Tropics,25.8,26.2,28.9,16.7,9.7,-0.4,-0.5,98.5,98.1
1997-02-01,28.01820074464302,cropped_sst_198501.nc,1997,Feb,1997,Mackay Whitsunday Isaac,25.2,25.6,28.4,20,9.7,-0.4,-0.4,98.4,98.7
1997-02-01,28.484756319961825,cropped_sst_198501.nc,1997,Feb,1997,Wet Tropics,26.1,26.5,29,13.3,9.7,-0.4,-0.5,98.5,98.2
1997-03-01,27.20697829135388,cropped_sst_198501.nc,1997,Mar,1997,Dry Tropics,25.8,26.2,28.2,3.3,9.7,-0.4,-1,98.5,96.5
1997-03-01,26.85958833985589,cropped_sst_198501.nc,1997,Mar,1997,Mackay Whitsunday Isaac,25.2,25.6,27.8,3.3,9.7,-0.4,-0.9,98.4,96.6
1997-03-01,27.600631781003106,cropped_sst_198501.nc,1997,Mar,1997,Wet Tropics,26.1,26.5,28.4,3.3,9.7,-0.4,-0.8,98.5,97.2
1997-04-01,25.710094899019897,cropped_sst_198501.nc,1997,Apr,1997,Dry Tropics,25.8,26.2,27.2,0,9.7,-0.4,-1.5,98.5,94.5
1997-04-01,25.6788067345703,cropped_sst_198501.nc,1997,Apr,1997,Mackay Whitsunday Isaac,25.2,25.6,26.8,0,9.7,-0.4,-1.1,98.4,95.8
1997-04-01,25.83696753195477,cropped_sst_198501.nc,1997,Apr,1997,Wet Tropics,26.1,26.5,27.3,0,9.7,-0.4,-1.5,98.5,94.6
1997-05-01,24.81632793240431,cropped_sst_198501.nc,1997,May,1997,Dry Tropics,25.8,26.2,25.8,3.3,9.7,-0.4,-1,98.5,96.2
1997-05-01,24.531221058939916,cropped_sst_198501.nc,1997,May,1997,Mackay Whitsunday Isaac,25.2,25.6,25.3,3.3,9.7,-0.4,-0.8,98.4,97
1997-05-01,24.869566772818995,cropped_sst_198501.nc,1997,May,1997,Wet Tropics,26.1,26.5,25.9,3.3,9.7,-0.4,-1,98.5,96
1997-06-01,23.668116530751796,cropped_sst_198501.nc,1997,Jun,1997,Dry Tropics,25.8,26.2,24.4,13.3,9.7,-0.4,-0.7,98.5,97
1997-06-01,23.07533300948518,cropped_sst_198501.nc,1997,Jun,1997,Mackay Whitsunday Isaac,25.2,25.6,23.7,13.3,9.7,-0.4,-0.6,98.4,97.4
1997-06-01,23.88508122750568,cropped_sst_198501.nc,1997,Jun,1997,Wet Tropics,26.1,26.5,24.6,16.7,9.7,-0.4,-0.7,98.5,97.1
1997-07-01,22.610663956742947,cropped_sst_198501.nc,1997,Jul,1998,Dry Tropics,26.3,26.2,23.5,0,48.5,0.1,-0.9,100.4,96.2
1997-07-01,21.882728943661558,cropped_sst_198501.nc,1997,Jul,1998,Mackay Whitsunday Isaac,25.7,25.6,22.6,10,48.5,0.1,-0.7,100.4,96.8
1997-07-01,22.86342956873484,cropped_sst_198501.nc,1997,Jul,1998,Wet Tropics,26.4,26.5,23.9,0,35.6,-0.1,-1,99.6,95.7
1997-08-01,22.972926850564434,cropped_sst_198501.nc,1997,Aug,1998,Dry Tropics,26.3,26.2,23.5,16.7,48.5,0.1,-0.5,100.4,97.8
1997-08-01,21.87460686298127,cropped_sst_198501.nc,1997,Aug,1998,Mackay Whitsunday Isaac,25.7,25.6,22.5,23.3,48.5,0.1,-0.6,100.4,97.2
1997-08-01,23.34256314198463,cropped_sst_198501.nc,1997,Aug,1998,Wet Tropics,26.4,26.5,23.9,13.3,35.6,-0.1,-0.6,99.6,97.7
1997-09-01,23.948672085273557,cropped_sst_198501.nc,1997,Sep,1998,Dry Tropics,26.3,26.2,24.3,26.7,48.5,0.1,-0.4,100.4,98.6
1997-09-01,23.111174840159595,cropped_sst_198501.nc,1997,Sep,1998,Mackay Whitsunday Isaac,25.7,25.6,23.4,33.3,48.5,0.1,-0.3,100.4,98.8
1997-09-01,24.19906139718066,cropped_sst_198501.nc,1997,Sep,1998,Wet Tropics,26.4,26.5,24.6,23.3,35.6,-0.1,-0.4,99.6,98.4
1997-10-01,25.262642260812484,cropped_sst_198501.nc,1997,Oct,1998,Dry Tropics,26.3,26.2,25.5,26.7,48.5,0.1,-0.2,100.4,99.1
1997-10-01,24.744093436206743,cropped_sst_198501.nc,1997,Oct,1998,Mackay Whitsunday Isaac,25.7,25.6,24.8,46.7,48.5,0.1,-0.1,100.4,99.8
1997-10-01,25.382833919800575,cropped_sst_198501.nc,1997,Oct,1998,Wet Tropics,26.4,26.5,25.8,23.3,35.6,-0.1,-0.4,99.6,98.4
1997-11-01,26.47204608193581,cropped_sst_198501.nc,1997,Nov,1998,Dry Tropics,26.3,26.2,26.8,13.3,48.5,0.1,-0.3,100.4,98.8
1997-11-01,25.92696579113589,cropped_sst_198501.nc,1997,Nov,1998,Mackay Whitsunday Isaac,25.7,25.6,26.2,23.3,48.5,0.1,-0.3,100.4,99
1997-11-01,26.51774368561562,cropped_sst_198501.nc,1997,Nov,1998,Wet Tropics,26.4,26.5,27,13.3,35.6,-0.1,-0.5,99.6,98.2
1997-12-01,28.367249320839157,cropped_sst_198501.nc,1997,Dec,1998,Dry Tropics,26.3,26.2,28,63.3,48.5,0.1,0.4,100.4,101.3
1997-12-01,27.759606845725145,cropped_sst_198501.nc,1997,Dec,1998,Mackay Whitsunday Isaac,25.7,25.6,27.4,83.3,48.5,0.1,0.4,100.4,101.3
1997-12-01,28.209422409319274,cropped_sst_198501.nc,1997,Dec,1998,Wet Tropics,26.4,26.5,28.1,50,35.6,-0.1,0.1,99.6,100.4
1998-01-01,28.224444464293274,cropped_sst_198501.nc,1998,Jan,1998,Dry Tropics,26.3,26.2,28.6,23.3,48.5,0.1,-0.4,100.4,98.7
1998-01-01,27.619010189525735,cropped_sst_198501.nc,1998,Jan,1998,Mackay Whitsunday Isaac,25.7,25.6,28.1,16.7,48.5,0.1,-0.5,100.4,98.3
1998-01-01,28.442933209966668,cropped_sst_198501.nc,1998,Jan,1998,Wet Tropics,26.4,26.5,28.8,23.3,35.6,-0.1,-0.4,99.6,98.8
1998-02-01,29.474864486756363,cropped_sst_198501.nc,1998,Feb,1998,Dry Tropics,26.3,26.2,28.9,93.3,48.5,0.1,0.6,100.4,102
1998-02-01,28.88199814329756,cropped_sst_198501.nc,1998,Feb,1998,Mackay Whitsunday Isaac,25.7,25.6,28.4,83.3,48.5,0.1,0.5,100.4,101.7
1998-02-01,29.311904371860656,cropped_sst_198501.nc,1998,Feb,1998,Wet Tropics,26.4,26.5,29,70,35.6,-0.1,0.3,99.6,101.1
1998-03-01,28.320813011024704,cropped_sst_198501.nc,1998,Mar,1998,Dry Tropics,26.3,26.2,28.2,46.7,48.5,0.1,0.1,100.4,100.4
1998-03-01,28.209925994731893,cropped_sst_198501.nc,1998,Mar,1998,Mackay Whitsunday Isaac,25.7,25.6,27.8,76.7,48.5,0.1,0.4,100.4,101.5
1998-03-01,28.392626330310257,cropped_sst_198501.nc,1998,Mar,1998,Wet Tropics,26.4,26.5,28.4,40,35.6,-0.1,-0,99.6,100
1998-04-01,27.81287264371629,cropped_sst_198501.nc,1998,Apr,1998,Dry Tropics,26.3,26.2,27.2,86.7,48.5,0.1,0.6,100.4,102.3
1998-04-01,27.530374634607757,cropped_sst_198501.nc,1998,Apr,1998,Mackay Whitsunday Isaac,25.7,25.6,26.8,93.3,48.5,0.1,0.7,100.4,102.7
1998-04-01,27.80818596987948,cropped_sst_198501.nc,1998,Apr,1998,Wet Tropics,26.4,26.5,27.3,80,35.6,-0.1,0.5,99.6,101.9
1998-05-01,26.675596211337783,cropped_sst_198501.nc,1998,May,1998,Dry Tropics,26.3,26.2,25.8,96.7,48.5,0.1,0.9,100.4,103.4
1998-05-01,26.36065218428789,cropped_sst_198501.nc,1998,May,1998,Mackay Whitsunday Isaac,25.7,25.6,25.3,96.7,48.5,0.1,1.1,100.4,104.2
1998-05-01,26.87735557728296,cropped_sst_198501.nc,1998,May,1998,Wet Tropics,26.4,26.5,25.9,96.7,35.6,-0.1,1,99.6,103.8
1998-06-01,25.238685677691205,cropped_sst_198501.nc,1998,Jun,1998,Dry Tropics,26.3,26.2,24.4,96.7,48.5,0.1,0.8,100.4,103.4
1998-06-01,24.749010179574352,cropped_sst_198501.nc,1998,Jun,1998,Mackay Whitsunday Isaac,25.7,25.6,23.7,96.7,48.5,0.1,1,100.4,104.4
1998-06-01,25.383384479082018,cropped_sst_198501.nc,1998,Jun,1998,Wet Tropics,26.4,26.5,24.6,90,35.6,-0.1,0.8,99.6,103.2
1998-07-01,24.13237126668294,cropped_sst_198501.nc,1998,Jul,1999,Dry Tropics,26.6,26.2,23.5,86.7,80.9,0.4,0.6,101.5,102.7
1998-07-01,23.37987510988163,cropped_sst_198501.nc,1998,Jul,1999,Mackay Whitsunday Isaac,25.9,25.6,22.6,90,74.4,0.3,0.8,101.2,103.5
1998-07-01,24.365830330211764,cropped_sst_198501.nc,1998,Jul,1999,Wet Tropics,26.8,26.5,23.9,80,80.9,0.3,0.5,101.1,101.9
1998-08-01,24.300081284065556,cropped_sst_198501.nc,1998,Aug,1999,Dry Tropics,26.6,26.2,23.5,90,80.9,0.4,0.8,101.5,103.4
1998-08-01,23.436207209330373,cropped_sst_198501.nc,1998,Aug,1999,Mackay Whitsunday Isaac,25.9,25.6,22.5,93.3,74.4,0.3,0.9,101.2,104.2
1998-08-01,24.69398915982849,cropped_sst_198501.nc,1998,Aug,1999,Wet Tropics,26.8,26.5,23.9,93.3,80.9,0.3,0.8,101.1,103.3
1998-09-01,25.324661254882813,cropped_sst_198501.nc,1998,Sep,1999,Dry Tropics,26.6,26.2,24.3,93.3,80.9,0.4,1,101.5,104.2
1998-09-01,24.23635521252656,cropped_sst_198501.nc,1998,Sep,1999,Mackay Whitsunday Isaac,25.9,25.6,23.4,90,74.4,0.3,0.8,101.2,103.6
1998-09-01,25.720776177485497,cropped_sst_198501.nc,1998,Sep,1999,Wet Tropics,26.8,26.5,24.6,96.7,80.9,0.3,1.1,101.1,104.6
1998-10-01,26.626815746793255,cropped_sst_198501.nc,1998,Oct,1999,Dry Tropics,26.6,26.2,25.5,100,80.9,0.4,1.1,101.5,104.4
1998-10-01,25.631567979719108,cropped_sst_198501.nc,1998,Oct,1999,Mackay Whitsunday Isaac,25.9,25.6,24.8,93.3,74.4,0.3,0.8,101.2,103.4
1998-10-01,27.045550525403627,cropped_sst_198501.nc,1998,Oct,1999,Wet Tropics,26.8,26.5,25.8,100,80.9,0.3,1.2,101.1,104.8
1998-11-01,27.610609752375904,cropped_sst_198501.nc,1998,Nov,1999,Dry Tropics,26.6,26.2,26.8,100,80.9,0.4,0.8,101.5,103
1998-11-01,26.45118869178059,cropped_sst_198501.nc,1998,Nov,1999,Mackay Whitsunday Isaac,25.9,25.6,26.2,73.3,74.4,0.3,0.3,101.2,101
1998-11-01,27.84305954323779,cropped_sst_198501.nc,1998,Nov,1999,Wet Tropics,26.8,26.5,27,100,80.9,0.3,0.8,101.1,103.1
1998-12-01,28.420365878883093,cropped_sst_198501.nc,1998,Dec,1999,Dry Tropics,26.6,26.2,28,70,80.9,0.4,0.4,101.5,101.5
1998-12-01,27.659847365387275,cropped_sst_198501.nc,1998,Dec,1999,Mackay Whitsunday Isaac,25.9,25.6,27.4,60,74.4,0.3,0.3,101.2,100.9
1998-12-01,28.477066766484118,cropped_sst_198501.nc,1998,Dec,1999,Wet Tropics,26.8,26.5,28.1,66.7,80.9,0.3,0.4,101.1,101.3
1999-01-01,28.827872627795873,cropped_sst_198501.nc,1999,Jan,1999,Dry Tropics,26.6,26.2,28.6,60,80.9,0.4,0.2,101.5,100.8
1999-01-01,28.271456985755943,cropped_sst_198501.nc,1999,Jan,1999,Mackay Whitsunday Isaac,25.9,25.6,28.1,53.3,74.4,0.3,0.2,101.2,100.6
1999-01-01,29.08858301493235,cropped_sst_198501.nc,1999,Jan,1999,Wet Tropics,26.8,26.5,28.8,60,80.9,0.3,0.3,101.1,101
1999-02-01,28.89540651367932,cropped_sst_198501.nc,1999,Feb,1999,Dry Tropics,26.6,26.2,28.9,53.3,80.9,0.4,-0,101.5,100
1999-02-01,28.421822399700492,cropped_sst_198501.nc,1999,Feb,1999,Mackay Whitsunday Isaac,25.9,25.6,28.4,53.3,74.4,0.3,0,101.2,100.1
1999-02-01,28.604684125645495,cropped_sst_198501.nc,1999,Feb,1999,Wet Tropics,26.8,26.5,29,23.3,80.9,0.3,-0.4,101.1,98.6
1999-03-01,28.16025750746895,cropped_sst_198501.nc,1999,Mar,1999,Dry Tropics,26.6,26.2,28.2,40,80.9,0.4,-0,101.5,99.9
1999-03-01,27.89527751912021,cropped_sst_198501.nc,1999,Mar,1999,Mackay Whitsunday Isaac,25.9,25.6,27.8,50,74.4,0.3,0.1,101.2,100.3
1999-03-01,28.354575844017607,cropped_sst_198501.nc,1999,Mar,1999,Wet Tropics,26.8,26.5,28.4,36.7,80.9,0.3,-0,101.1,99.8
1999-04-01,26.917845511501074,cropped_sst_198501.nc,1999,Apr,1999,Dry Tropics,26.6,26.2,27.2,26.7,80.9,0.4,-0.3,101.5,99
1999-04-01,26.56809435234811,cropped_sst_198501.nc,1999,Apr,1999,Mackay Whitsunday Isaac,25.9,25.6,26.8,23.3,74.4,0.3,-0.2,101.2,99.1
1999-04-01,27.085713004377343,cropped_sst_198501.nc,1999,Apr,1999,Wet Tropics,26.8,26.5,27.3,30,80.9,0.3,-0.2,101.1,99.2
1999-05-01,25.151869882413042,cropped_sst_198501.nc,1999,May,1999,Dry Tropics,26.6,26.2,25.8,16.7,80.9,0.4,-0.6,101.5,97.5
1999-05-01,24.66969934599362,cropped_sst_198501.nc,1999,May,1999,Mackay Whitsunday Isaac,25.9,25.6,25.3,16.7,74.4,0.3,-0.6,101.2,97.5
1999-05-01,25.179648017194726,cropped_sst_198501.nc,1999,May,1999,Wet Tropics,26.8,26.5,25.9,10,80.9,0.3,-0.7,101.1,97.2
1999-06-01,24.4702167562676,cropped_sst_198501.nc,1999,Jun,1999,Dry Tropics,26.6,26.2,24.4,50,80.9,0.4,0.1,101.5,100.3
1999-06-01,23.849731752323287,cropped_sst_198501.nc,1999,Jun,1999,Mackay Whitsunday Isaac,25.9,25.6,23.7,56.7,74.4,0.3,0.1,101.2,100.6
1999-06-01,24.625938625542265,cropped_sst_198501.nc,1999,Jun,1999,Wet Tropics,26.8,26.5,24.6,43.3,80.9,0.3,0,101.1,100.1
1999-07-01,23.335826576563726,cropped_sst_198501.nc,1999,Jul,2000,Dry Tropics,25.6,26.2,23.5,40,3.2,-0.6,-0.2,97.7,99.3
1999-07-01,22.359888986345798,cropped_sst_198501.nc,1999,Jul,2000,Mackay Whitsunday Isaac,24.9,25.6,22.6,26.7,3.2,-0.7,-0.2,97.3,98.9
1999-07-01,23.625451248045003,cropped_sst_198501.nc,1999,Jul,2000,Wet Tropics,25.9,26.5,23.9,33.3,3.2,-0.6,-0.3,97.7,98.9
1999-08-01,22.539512210422092,cropped_sst_198501.nc,1999,Aug,2000,Dry Tropics,25.6,26.2,23.5,0,3.2,-0.6,-1,97.7,95.9
1999-08-01,21.730587415845168,cropped_sst_198501.nc,1999,Aug,2000,Mackay Whitsunday Isaac,24.9,25.6,22.5,3.3,3.2,-0.7,-0.8,97.3,96.6
1999-08-01,22.969774364994752,cropped_sst_198501.nc,1999,Aug,2000,Wet Tropics,25.9,26.5,23.9,3.3,3.2,-0.6,-0.9,97.7,96.1
